X,Y,Value
149,474,232
33,512,535
41,621,64
688,720,364
744,398,674
341,256,118
760,241,719
708,296,770
613,825,624
289,464,471
363,89,336
854,141,642
307,707,668
435,495,429
765,347,437
967,117,791
771,534,307
618,878,356
231,363,594
464,802,201
968,767,789
480,76,341
998,550,714
101,459,510
68,430,103
649,770,668
882,583,402
518,455,441
832,374,68
313,127,175
658,538,427
616,233,613
36,697,676
244,745,93
816,5,665
665,262,769
865,857,747
167,281,560
438,495,237
693,368,222
583,494,465
448,386,755
693,450,29
202,241,230
888,402,429
529,457,656
31,806,338
720,292,182
528,235,445
571,978,768
286,456,706
635,513,447
145,852,9
95,365,5
669,185,210
313,405,661
139,527,693
782,699,591
878,175,268
471,454,403
276,17,356
261,852,55
936,483,588
114,558,513
35,807,249
892,891,614
326,1,376
49,101,390
266,499,652
775,787,29
668,44,219
526,617,658
953,561,45
99,203,667
104,892,302
937,393,5
790,789,98
36,682,414
609,348,367
923,884,288
401,289,416
199,790,31
496,327,741
321,699,458
703,86,697
382,50,740
765,387,3
972,489,591
508,253,251
552,253,502
608,150,439
486,791,124
715,269,316
127,342,561
203,394,329
980,20,586
615,688,228
992,438,426
784,373,167
840,956,553
95,649,478
889,132,168
169,66,578
126,703,378
265,119,543
50,983,701
264,476,674
717,46,111
31,791,799
236,255,68
963,469,550
981,599,219
709,514,259
325,265,356
666,826,57
585,658,667
676,678,90
275,201,586
139,925,316
177,168,741
733,572,512
767,586,331
592,161,754
496,934,627
471,587,299
899,630,559
455,720,574
322,479,606
782,668,326
402,453,317
628,164,266
331,798,191
720,898,80
377,451,673
134,601,321
650,16,117
447,256,694
264,892,489
800,612,765
334,478,752
728,706,571
873,952,749
342,827,540
358,525,425
126,343,670
228,822,469
223,321,48
102,146,780
566,893,398
450,180,369
289,312,658
330,577,498
367,233,462
852,507,350
94,929,661
10,241,655
92,335,743
945,442,173
721,667,702
248,104,473
548,874,137
101,102,501
594,383,780
624,185,660
233,650,435
216,652,385
658,344,576
499,269,640
279,323,397
381,485,487
672,206,794
120,160,782
637,318,544
717,992,8
235,717,394
925,237,698
337,90,151
423,20,595
719,581,637
376,868,641
682,912,573
160,563,295
73,142,96
349,241,416
495,414,200
195,879,203
578,171,630
34,435,589
626,427,50
45,418,597
84,602,286
768,331,269
107,629,461
62,786,509
611,988,483
899,925,106
143,102,604
632,928,65
507,608,124
883,228,695
256,392,66
300,596,166
824,153,684
746,766,433
824,122,414
582,701,674
357,996,530
853,357,99
181,920,763
162,47,248
841,509,764
410,215,788
283,714,427
697,481,309
712,364,407
59,447,33
619,724,553
583,309,120
62,616,716
101,282,55
979,470,45
928,221,746
36,808,260
184,548,196
688,366,644
201,431,148
779,232,126
13,122,228
435,493,533
657,740,553
465,347,272
136,436,44
902,485,229
163,557,664
758,186,735
309,160,275
69,913,46
75,100,55
795,516,58
510,153,723
982,920,364
247,465,750
104,381,518
176,902,703
113,506,792
27,691,30
157,702,104
698,415,589
354,88,59
991,986,162
217,229,169
801,194,756
99,209,15
21,539,693
368,912,140
492,839,683
194,29,704
828,991,237
533,18,735
704,328,64
969,419,147
583,204,147
286,902,686
424,999,130
6,587,208
198,588,125
813,328,712
276,398,44
5,252,659
760,111,557
991,259,492
361,242,354
41,401,769
612,261,144
582,504,174
576,469,393
476,752,633
761,648,468
979,729,303
435,152,60
850,366,501
886,903,665
875,109,349
48,18,236
218,178,322
517,8,10
852,464,286
760,107,142
454,529,635
811,422,499
116,64,321
339,462,222
148,593,130
464,817,709
519,34,172
404,264,373
958,338,635
771,685,671
594,706,588
410,37,96
683,598,244
500,233,407
644,963,631
454,246,6
335,99,75
119,189,615
849,260,706
873,138,23
897,494,706
732,168,564
109,411,690
169,16,65
646,519,519
495,396,22
275,523,36
999,669,71
71,902,633
681,774,506
83,560,10
934,281,66
487,347,161
155,46,700
188,311,73
304,973,682
777,260,449
690,293,361
689,476,525
135,787,311
461,511,435
496,36,726
410,111,251
913,494,717
279,583,213
792,612,89
805,385,540
409,12,270
121,830,48
672,527,75
736,13,424
228,629,10
703,784,232
470,399,242
412,213,496
580,248,699
836,91,633
581,591,578
412,711,207
936,576,203
365,144,663
62,402,160
240,802,92
830,688,228
900,653,555
2,657,557
638,431,474
719,119,30
204,230,489
999,598,633
983,313,369
320,316,95
771,192,419
204,291,739
676,355,521
73,316,649
524,15,310
299,902,91
213,678,678
310,423,95
881,998,301
557,511,232
204,382,304
127,505,229
777,415,222
864,482,86
153,743,134
663,288,257
368,193,304
480,97,525
7,987,373
807,371,656
876,389,34
331,236,285
960,241,191
206,995,263
770,459,678
384,539,602
56,694,155
56,901,334
943,189,163
783,185,142
35,410,461
124,601,744
398,492,408
110,196,716
480,410,225
223,396,398
39,678,800
270,654,378
684,466,528
706,139,87
488,341,204
168,711,125
689,395,788
268,70,515
716,154,723
576,728,64
68,396,154
511,778,203
577,113,173
211,123,621
743,323,54
985,276,229
215,619,782
504,126,370
358,171,155
977,821,355
851,315,434
83,495,485
90,356,478
468,889,54
98,525,204
78,125,785
683,151,762
443,978,697
426,344,561
375,642,310
79,718,507
961,242,491
15,505,449
479,309,498
508,313,726
2,524,576
835,310,163
660,103,265
527,929,758
661,77,446
457,417,330
634,930,768
665,564,147
418,808,113
57,58,259
260,124,159
996,792,697
254,195,602
367,722,655
234,585,627
398,92,99
903,853,391
681,238,102
240,389,468
920,843,457
507,850,414
641,131,468
34,939,256
351,912,796
4,549,352
763,921,552
750,774,101
723,315,10
451,721,430
247,143,675
68,455,154
376,310,666
467,611,189
842,364,732
228,91,245
218,687,519
285,299,328
258,847,751
865,271,555
23,739,509
317,358,702
558,900,472
231,367,755
697,71,625
27,751,347
572,425,406
519,533,99
314,290,386
469,940,311
142,415,687
90,229,734
86,24,428
455,763,388
312,294,133
456,439,363
803,554,650
456,407,516
246,370,605
735,293,531
697,353,420
232,701,658
960,612,286
933,932,182
816,369,791
701,355,328
877,545,608
386,394,4
906,967,312
505,717,495
976,222,386
896,985,701
932,390,453
503,715,326
106,565,513
402,337,588
192,385,408
281,900,233
395,822,288
664,192,618
907,338,75
523,844,594
803,137,764
390,760,256
5,179,549
657,204,570
4,972,446
940,3,373
833,777,265
778,194,174
21,2,30
342,369,273
929,95,625
91,907,621
456,649,437
597,982,541
373,893,746
566,124,268
538,950,797
741,433,479
456,639,267
224,813,561
682,997,316
70,192,92
798,228,68
892,761,635
506,388,443
260,558,729
516,120,159
104,931,125
426,541,194
740,134,201
493,640,316
432,352,172
859,491,418
833,919,228
358,746,153
154,291,762
427,797,305
378,978,304
263,868,208
555,573,341
430,437,307
10,612,169
623,162,622
441,329,243
537,546,514
677,411,154
746,20,663
946,643,658
110,403,276
665,76,211
479,431,113
32,408,540
308,965,265
990,169,138
458,51,502
876,593,469
840,829,490
470,327,736
484,207,623
470,948,267
940,340,470
637,13,123
533,759,678
827,756,553
524,210,459
895,558,254
575,911,548
922,1000,274
308,578,294
882,17,645
546,406,668
530,110,283
690,372,492
743,748,325
722,575,573
856,663,554
871,774,53
590,805,416
596,102,775
139,102,782
257,83,344
567,681,800
543,888,324
637,197,408
287,715,203
618,814,127
284,38,540
497,693,320
163,798,556
730,46,192
880,497,653
218,72,133
843,563,374
394,203,49
198,579,666
238,679,148
721,432,93
381,243,797
578,472,164
615,62,268
485,601,43
206,761,612
927,86,531
620,65,94
14,271,374
794,861,507
667,135,502
426,402,498
591,384,334
417,182,67
527,839,81
612,28,366
690,9,714
266,177,773
662,272,331
991,345,652
608,668,161
587,433,788
837,7,645
896,189,201
152,305,64
773,255,689
534,127,312
288,431,548
9,772,400
767,433,39
93,896,69
705,663,68
481,774,507
374,698,336
864,303,416
658,122,409
544,209,260
500,632,491
136,503,191
219,422,399
578,460,778
952,346,484
514,673,36
600,547,681
479,925,653
274,223,545
733,25,579
894,428,450
114,597,536
911,931,715
77,48,307
736,321,723
33,704,330
437,266,699
691,130,12
437,249,144
175,427,352
410,216,765
376,534,128
962,634,594
3,243,8
613,909,159
656,882,605
924,149,3
179,915,350
865,256,241
401,224,586
692,355,240
166,323,441
642,969,539
967,270,84
104,670,326
350,617,163
104,684,414
689,662,718
540,366,611
93,211,130
321,136,426
522,73,760
815,885,641
589,775,571
650,632,511
188,284,270
603,631,158
960,869,120
949,801,72
883,898,401
411,303,514
291,104,114
3,995,741
299,268,469
868,787,530
855,306,372
188,243,749
883,971,626
679,360,347
18,274,640
33,598,211
879,482,538
82,367,364
613,288,7
974,640,48
383,140,532
669,919,561
32,955,16
488,667,127
608,343,320
5,749,472
711,105,304
270,979,159
693,437,679
123,196,300
239,960,165
647,932,690
681,946,419
663,181,769
95,293,48
592,272,390
67,221,123
641,344,35
987,988,711
397,14,456
536,412,97
491,369,213
400,817,640
395,233,161
802,283,536
115,101,189
257,390,518
311,298,697
553,962,486
982,69,26
165,414,748
183,155,671
687,348,592
328,557,570
507,665,552
832,798,322
167,892,725
731,868,625
135,793,329
439,261,80
526,148,493
679,814,155
244,324,499
799,152,553
496,808,385
301,945,529
935,949,248
897,24,106
118,85,420
686,345,103
852,336,353
155,801,237
974,303,4
9,547,144
784,693,115
157,883,664
633,802,677
833,651,690
689,620,19
117,52,23
675,592,776
603,435,423
102,816,412
661,330,315
658,192,616
979,452,738
291,607,154
75,754,19
653,587,630
507,352,349
75,107,444
477,122,243
868,253,59
233,661,133
543,789,240
791,833,623
451,559,149
27,272,38
944,327,647
238,799,202
979,469,442
858,49,476
465,858,91
223,24,497
997,113,202
73,35,302
931,962,37
61,938,714
755,293,638
376,466,649
408,380,770
119,318,779
671,396,688
218,679,747
229,179,667
519,49,505
464,888,537
110,177,648
164,531,720
97,661,210
800,769,720
701,499,524
519,498,437
111,105,113
596,39,507
877,847,580
59,959,532
475,596,673
297,638,794
63,142,728
27,880,491
798,560,542
279,675,665
26,834,416
136,204,398
343,701,757
680,401,17
776,693,752
774,914,461
585,588,663
80,610,625
163,734,334
462,590,358
726,470,298
977,703,643
680,968,616
953,549,692
54,692,7
891,669,486
725,503,504
174,64,375
769,458,224
81,830,499
391,467,358
742,179,770
258,703,460
568,750,299
458,148,403
855,683,689
985,274,102
746,882,502
355,132,316
946,167,437
664,982,370
121,840,217
341,852,670
480,105,363
469,484,325
374,820,552
461,417,106
964,934,24
113,664,58
860,287,755
964,42,434
198,285,285
276,806,123
951,171,753
449,647,171
563,199,170
303,939,531
964,167,123
176,836,479
809,898,50
30,768,301
940,972,324
545,233,148
548,534,416
510,680,117
82,134,592
381,131,618
186,356,47
107,385,766
931,238,719
79,894,504
705,855,295
329,143,164
198,723,280
639,904,584
287,853,536
684,327,563
983,860,317
148,731,753
824,89,555
781,949,320
402,17,672
485,64,412
492,657,483
242,408,492
509,637,520
515,105,494
195,9,555
815,95,781
840,113,479
168,719,596
307,847,7
304,745,270
424,820,585
375,47,502
275,509,389
972,761,302
927,208,94
484,250,455
131,277,76
599,980,206
230,450,591
236,559,617
873,704,699
43,577,779
103,940,346
696,469,380
588,107,732
678,226,405
573,67,170
258,752,565
9,167,501
817,880,135
774,666,563
375,234,256
700,565,494
885,974,793
931,137,30
525,380,265
345,831,712
788,476,38
392,227,601
226,89,636
110,62,528
1000,557,763
765,12,472
752,90,355
500,117,123
554,337,240
55,392,30
996,810,589
657,362,780
546,684,784
178,381,41
597,905,212
860,397,644
709,644,86
636,484,506
100,449,295
626,288,276
225,352,210
154,117,409
546,422,522
689,115,656
136,369,693
197,431,705
537,279,324
601,615,292
834,900,240
10,283,151
608,992,24
744,698,724
167,449,221
365,340,784
474,822,707
152,667,282
351,1,617
580,96,215
970,124,447
499,635,613
221,48,748
789,704,736
384,220,452
271,920,37
392,696,45
772,261,588
756,265,627
578,30,357
599,576,88
51,104,641
802,255,134
417,908,528
391,408,549
252,771,185
259,473,171
404,455,437
970,485,600
602,453,584
483,159,168
599,367,687
550,573,32
742,440,741
906,363,476
983,854,466
101,342,468
242,480,637
455,743,279
894,750,412
794,625,280
733,133,51
779,868,575
423,152,266
994,270,629
325,967,756
550,684,604
322,910,635
814,781,403
822,22,157
851,787,684
57,806,649
884,80,80
878,352,378
451,89,506
610,484,116
216,813,766
153,404,405
535,48,53
129,959,756
591,333,488
699,416,733
830,139,435
140,616,395
302,66,469
437,805,405
782,546,484
202,659,489
715,558,620
186,627,650
315,92,516
360,1,778
582,13,291
493,791,168
171,511,28
748,385,651
536,142,225
397,226,213
384,967,504
634,464,36
338,198,718
909,125,505
815,135,457
107,212,688
912,94,337
716,740,351
925,226,243
863,179,695
394,676,740
200,38,102
989,444,705
177,6,666
918,665,17
95,417,770
647,418,29
669,38,592
176,404,144
130,321,317
248,551,348
370,17,290
282,630,472
609,112,374
719,243,76
520,756,377
914,856,430
11,720,81
932,190,22
188,295,746
352,616,498
255,186,635
398,118,576
10,161,517
705,159,41
763,572,224
233,966,449
315,248,281
805,673,155
473,463,281
319,244,545
810,674,1
203,683,705
325,991,665
681,969,180
102,973,371
513,247,480
368,712,154
192,899,393
885,324,768
764,382,320
641,512,90
286,715,319
218,247,469
188,112,348
101,432,417
634,390,139
396,332,601
758,654,646
18,461,724
59,88,131
458,766,183
376,489,610
537,715,7
150,327,159
697,5,492
633,721,700
413,705,408
220,897,267
341,330,423
227,941,366
1,923,729
476,901,408
703,821,753
978,84,664
562,346,365
180,90,797
7,758,506
583,142,439
140,641,19
137,991,800
683,666,582
629,112,73
325,194,424
254,378,108
201,237,281
475,57,225
73,175,214
246,421,52
342,157,636
106,923,465
683,924,760
183,743,664
612,559,24
411,14,382
646,701,219
937,275,329
955,689,457
101,946,331
363,525,326
816,761,39
729,68,160
815,727,201
204,653,4
528,530,130
628,84,141
272,915,229
82,799,203
706,514,693
723,224,631
916,580,561
663,307,381
650,974,636
314,68,400
644,905,612
494,160,138
545,521,751
501,827,234
917,480,448
517,113,76
878,108,316
654,602,611
622,145,570
607,461,629
603,471,217
915,853,362
477,182,542
972,356,446
531,676,108
937,28,269
676,58,585
162,752,95
553,392,580
863,221,670
705,300,470
452,712,702
889,670,771
797,27,733
698,310,532
727,404,440
136,27,401
41,814,425
464,481,655
219,547,90
738,434,696
494,193,771
105,715,114
17,342,313
526,759,344
914,191,481
844,524,263
533,274,387
224,341,368
666,64,569
861,622,353
633,973,268
844,415,734
998,927,380
146,384,220
651,924,299
731,151,246
234,96,204
26,608,745
152,47,524
643,930,343
429,114,391
751,821,774
994,459,351
829,748,336
872,390,370
97,729,473
118,965,288
410,898,421
865,737,361
895,229,306
9,759,601
141,453,553
559,812,242
32,782,89
291,76,19
666,639,204
609,632,476
942,360,233
497,489,416
474,189,375
72,54,622
448,668,635
787,85,395
152,735,679
137,460,405
979,482,513
829,741,611
897,525,795
408,858,797
952,370,456
438,976,619
1,991,387
30,964,371
158,970,323
723,725,334
482,708,612
227,545,234
51,443,479
74,947,308
916,312,618
660,404,509
440,176,253
232,515,475
541,355,8
550,882,659
126,599,670
564,188,204
228,334,358
796,171,737
145,546,512
358,934,581
354,596,72
790,986,513
577,603,706
908,416,429
19,291,195
153,943,461
688,570,81
758,852,204
31,786,303
461,657,121
646,435,322
628,325,395
139,164,532
183,345,100
918,430,438
961,707,311
585,858,532
906,211,578
37,199,430
613,993,3
99,777,406
737,896,215
904,709,665
970,785,325
135,807,406
319,364,33
403,875,313
966,995,124
655,74,750
562,480,392
802,366,607
220,349,373
515,621,211
210,859,797
361,702,761
23,985,600
562,247,285
179,413,430
809,534,653
493,442,84
700,71,571
373,474,104
456,242,338
187,35,249
445,601,648
996,284,341
83,301,434
407,542,413
634,6,544
562,758,367
716,889,565
500,80,135
378,155,173
773,624,350
914,502,431
635,569,537
687,560,62
610,284,141
378,885,585
539,638,454
379,78,521
69,872,417
568,11,528
679,118,131
296,152,162
603,713,620
757,960,499
520,453,713
275,766,285
853,9,459
289,494,138
631,162,639
107,88,76
333,39,168
864,343,754
198,43,683
108,41,340
665,658,453
734,422,670
478,206,543
811,803,93
382,369,370
538,126,339
732,229,101
717,819,589
113,205,259
996,829,769
175,589,307
852,190,651
528,845,15
888,121,37
181,27,661
515,267,34
941,628,793
333,538,514
9,924,60
197,229,652
733,568,557
816,451,180
402,626,594
796,529,51
517,980,517
207,497,760
932,187,464
703,986,397
828,122,141
183,597,800
437,255,752
693,469,149
620,6,167
578,726,132
4,508,474
76,885,155
218,983,270
335,800,315
929,8,543
821,825,518
133,239,94
7,933,774
699,687,387
63,357,252
541,797,762
184,321,142
412,609,423
349,908,524
368,424,608
21,601,428
635,168,171
815,270,591
233,222,428
684,299,681
523,341,141
679,204,51
649,421,679
48,370,205
206,677,116
204,69,275
336,971,571
541,762,568
164,349,188
157,613,293
614,330,685
358,118,273
904,285,753
715,59,563
103,875,165
673,192,584
756,947,193
443,724,473
128,225,79
914,391,87
121,562,138
189,50,113
447,178,755
917,918,316
123,528,443
554,59,88
482,765,484
471,445,753
949,432,413
248,532,762
240,943,538
80,452,480
952,534,240
380,351,180
838,160,432
241,76,684
590,498,346
132,93,20
475,948,243
103,483,303
835,439,431
898,222,685
251,331,130
117,834,77
189,209,228
441,103,86
452,233,14
696,82,70
649,843,635
910,196,537
291,793,609
434,951,287
321,858,741
195,209,95
75,358,133
660,303,143
70,569,415
327,608,540
776,459,629
520,572,474
917,442,108
661,983,758
170,672,293
564,109,144
589,471,159
500,922,291
996,665,490
946,176,374
174,43,744
900,476,74
317,635,168
26,984,102
138,223,119
143,925,406
400,784,279
192,940,16
761,889,105
29,488,755
9,912,494
528,286,174
235,356,595
589,587,598
115,326,526
842,477,395
695,870,785
548,590,114
218,553,794
132,718,667
407,216,13
980,664,612
33,288,417
169,730,678
272,289,420
886,746,645
494,950,475
558,531,80
413,645,702
839,710,785
846,358,225
164,979,444
149,491,274
888,218,725
912,157,558
299,932,740
535,592,227
265,275,555
479,933,579
379,24,169
765,876,138
777,685,407
390,867,554
181,42,323
985,239,23
662,234,730
850,746,414
234,341,200
246,283,311
822,946,770
277,776,497
563,521,114
186,841,577
688,662,220
67,305,647
319,381,556
991,514,242
244,151,337
304,760,221
760,767,579
893,971,475
770,401,592
296,357,105
204,498,635
323,449,148
94,767,49
323,914,436
290,588,354
92,837,606
465,653,101
754,873,791
327,262,544
921,508,103
143,783,19
298,545,616
742,149,481
694,991,340
300,225,386
724,35,712
713,453,88
327,769,118
36,846,417
552,79,515
44,807,413
776,801,183
829,55,410
366,258,541
825,922,746
845,999,749
442,677,46
571,145,782
550,401,186
142,757,727
339,358,196
941,260,179
497,121,630
240,584,299
205,955,32
846,905,111
827,646,371
254,530,307
53,426,507
274,456,137
655,552,729
488,504,86
683,255,646
894,826,211
630,448,414
129,686,81
362,951,157
991,492,518
670,175,632
328,71,508
63,773,241
474,217,159
425,710,729
925,837,391
600,51,11
537,176,706
226,208,783
376,966,210
246,930,321
680,443,306
553,119,144
505,427,88
700,193,506
840,507,287
120,676,189
304,208,152
872,847,623
584,731,761
222,428,52
643,840,29
947,532,254
94,742,333
219,255,365
745,316,611
104,719,686
857,569,514
382,185,552
585,116,159
880,493,16
939,463,675
184,137,162
356,201,376
631,479,19
61,84,529
146,390,240
55,687,742
308,485,269
182,907,257
779,563,670
730,237,37
406,33,226
544,860,639
850,682,519
293,946,608
464,804,406
294,599,764
199,836,472
150,658,77
999,505,19
534,671,687
653,779,673
883,601,705
856,749,628
278,583,547
443,463,426
386,201,166
867,975,666
632,957,570
815,99,196
610,674,74
733,615,492
592,599,249
696,473,666
701,195,451
724,387,191
30,927,274
20,443,492
949,523,51
991,150,637
318,105,257
774,672,60
472,418,653
47,731,540
699,85,697
817,324,688
956,74,732
399,456,30
532,990,260
689,768,459
742,163,780
906,534,204
156,135,202
562,234,55
195,662,657
600,586,171
928,726,556
728,443,64
828,52,765
361,792,578
210,598,102
909,953,662
844,700,120
995,657,426
756,62,103
398,117,502
314,910,307
232,421,68
302,534,124
20,482,22
662,942,562
776,923,760
109,100,653
423,373,123
647,573,102
400,1000,369
501,569,262
824,226,636
278,903,622
68,844,541
42,259,127
824,338,257
281,368,391
624,83,161
895,988,427
232,742,71
496,11,66
136,187,278
586,491,55
692,738,674
628,95,100
117,415,321
122,702,727
507,712,83
353,658,484
786,609,504
485,692,384
690,503,628
359,945,267
662,521,389
571,156,746
625,178,296
301,607,86
755,829,212
64,228,155
10,11,568
568,110,686
958,555,208
143,584,677
770,728,223
441,439,397
910,325,418
196,464,114
531,170,701
594,1000,668
410,371,138
27,53,134
543,246,519
796,771,43
749,258,654
590,723,730
81,295,799
15,343,156
221,31,640
965,547,745
166,141,292
771,688,190
340,607,177
619,11,666
638,523,489
60,214,542
169,947,685
664,284,8
29,537,352
256,737,417
218,425,29
403,387,538
437,718,485
939,357,263
152,706,712
214,584,714
502,367,365
101,843,522
330,129,481
623,890,638
901,594,596
802,356,425
888,695,11
999,546,576
757,324,363
179,968,145
317,304,112
312,182,548
993,968,135
879,129,45
841,931,576
196,253,546
776,671,260
168,533,319
619,518,610
795,71,464
640,883,273
449,230,696
383,404,756
663,648,638
281,287,736
106,515,321
785,590,665
547,96,189
975,337,196
214,23,303
824,980,377
988,335,763
767,856,409
175,981,593
781,654,335
561,968,652
735,598,503
197,416,608
633,113,459
371,228,767
603,345,649
280,338,324
648,596,385
678,793,572
946,965,45
305,840,180
570,87,737
721,540,635
309,404,772
957,905,428
20,92,713
725,632,799
379,733,204
730,918,252
440,867,287
512,778,645
479,220,610
448,824,586
885,34,481
652,937,687
338,198,290
6,468,456
251,916,230
971,941,630
777,189,452
329,592,315
53,236,337
663,577,614
335,91,75
306,586,716
526,116,107
29,827,98
94,483,132
566,174,747
459,412,153
826,113,693
359,228,263
375,177,165
3,319,266
655,212,120
472,129,631
635,40,584
63,575,566
665,431,255
286,348,395
176,345,768
240,39,423
18,957,331
787,542,440
35,813,730
858,939,69
439,919,133
898,160,433
758,830,479
509,184,643
63,433,462
193,100,676
57,806,306
857,47,44
215,746,119
227,46,99
256,925,57
418,861,744
807,990,428
676,36,771
517,263,689
809,860,290
813,983,407
173,588,349
740,805,527
100,383,84
509,182,557
896,86,444
86,756,752
523,678,697
145,180,720
303,97,198
608,256,17
156,710,723
346,39,5
472,87,576
745,476,566
560,941,526
570,889,538
165,856,535
841,975,558
559,279,268
659,926,352
904,925,21
143,999,165
340,955,673
468,330,259
152,87,428
587,620,242
34,242,331
282,827,507
391,387,721
835,159,7
292,999,388
636,276,631
331,528,538
58,57,111
839,751,676
813,616,166
622,216,509
842,159,70
871,281,329
648,947,17
703,575,406
636,212,160
213,287,570
661,394,597
436,217,52
192,678,773
683,334,720
428,971,75
430,577,21
646,185,342
724,167,56
408,277,658
453,541,470
176,275,30
607,180,747
502,661,282
368,332,689
192,323,145
696,242,432
244,990,460
202,939,564
115,396,550
184,606,517
99,232,448
91,77,110
97,436,272
860,487,644
558,819,676
573,378,456
851,175,94
598,37,663
196,635,163
840,117,337
987,101,225
720,681,112
132,525,520
20,2,623
931,549,498
831,108,699
888,163,448
203,940,124
863,485,336
796,334,493
433,654,494
14,326,508
287,163,242
232,669,650
128,678,273
640,428,247
178,872,156
273,887,479
788,824,387
632,715,718
817,196,451
44,59,153
379,930,112
496,613,31
265,537,53
864,272,785
696,324,125
3,564,646
398,363,106
186,84,29
24,597,94
498,828,601
585,229,77
244,621,638
938,199,190
157,170,163
294,149,611
503,497,695
683,528,306
800,543,143
318,746,578
401,554,640
727,523,195
801,654,102
948,376,730
217,299,490
181,456,601
524,88,686
92,804,291
415,693,762
890,499,286
197,64,670
250,595,488
834,840,358
520,69,146
321,172,606
859,149,244
625,926,199
248,818,214
733,857,705
696,934,682
976,511,39
463,955,435
267,85,654
307,921,24
467,82,265
528,239,788
166,156,562
369,308,741
417,269,483
1,950,740
610,369,448
403,233,713
857,824,597
356,682,780
990,325,537
704,582,729
836,945,511
692,986,196
386,288,215
497,457,738
4,69,765
84,27,374
761,888,288
366,250,771
595,352,719
32,302,37
868,351,287
137,104,87
546,628,627
803,912,83
268,965,407
32,383,496
330,670,50
908,518,104
717,864,784
267,999,724
628,530,417
735,711,153
634,814,135
579,426,357
896,683,272
33,833,28
935,920,531
902,880,446
296,805,648
582,838,240
461,111,589
159,172,421
928,891,781
398,38,198
501,334,95
742,684,441
553,275,42
442,291,404
688,399,40
835,176,312
972,902,354
490,483,676
736,548,706
993,949,732
392,235,494
375,63,722
229,371,653
731,10,316
212,681,795
528,118,489
667,971,251
35,497,313
833,459,179
472,340,450
108,111,597
958,681,158
679,975,662
332,246,726
24,121,475
832,863,55
187,55,13
869,969,493
499,627,203
852,281,687
844,944,437
510,964,178
551,786,59
457,692,6
641,718,400
728,139,520
603,508,574
546,763,380
35,162,142
941,883,48
718,537,469
402,744,742
51,688,242
409,349,360
942,379,150
690,562,469
759,367,676
793,74,741
790,877,371
542,986,139
545,611,164
731,684,298
525,539,413
412,820,592
912,323,465
330,638,590
992,437,148
244,969,779
53,515,283
686,385,401
477,283,97
512,489,48
959,882,766
68,276,630
153,833,646
752,357,774
213,895,297
885,755,149
985,991,578
865,575,87
94,208,140
376,55,304
469,995,78
480,250,222
977,609,451
882,188,317
728,797,370
835,230,332
966,131,383
163,690,125
535,302,132
893,717,665
327,317,261
50,392,219
878,980,676
531,546,119
140,876,475
433,25,474
757,497,602
576,661,523
747,3,545
350,448,337
990,955,686
893,436,494
963,362,32
193,335,375
851,270,722
372,839,257
991,348,391
278,308,758
104,911,54
613,640,132
68,322,496
491,454,567
595,540,487
699,121,558
489,977,659
9,508,200
76,40,381
460,895,101
828,866,284
86,161,412
580,423,222
762,734,340
704,518,34
335,624,313
559,999,267
571,755,767
553,523,226
700,630,669
377,775,542
129,287,792
647,146,38
791,25,312
30,900,686
609,874,619
504,954,449
64,70,439
9,902,590
105,995,772
246,408,79
468,237,294
459,458,302
15,613,402
477,573,583
411,799,577
113,176,474
744,268,428
815,627,608
471,819,670
271,407,213
751,411,573
585,874,44
326,699,78
690,145,474
597,111,123
111,490,542
317,543,495
783,812,134
809,453,440
249,603,59
98,408,618
815,235,515
466,818,229
329,836,480
974,77,620
129,50,157
577,398,270
534,705,705
601,727,71
380,847,420
629,190,234
657,978,98
269,76,664
905,317,667
163,509,27
198,2,348
146,286,133
5,254,325
588,648,468
251,354,136
122,205,348
232,582,221
439,130,261
736,41,208
143,551,799
845,307,68
509,424,131
820,611,557
119,310,525
718,956,69
168,419,64
945,906,632
450,501,567
903,315,424
783,73,48
410,627,380
583,563,89
377,515,76
124,708,181
751,864,409
759,862,184
590,393,97
707,264,407
618,432,367
844,306,28
950,812,597
616,213,248
103,630,266
531,924,95
720,522,43
844,549,202
483,510,333
188,635,786
440,778,168
243,132,462
92,294,334
181,777,615
502,423,238
639,415,738
741,112,378
805,730,652
294,858,122
223,427,151
541,420,635
333,661,502
21,592,642
456,828,701
989,180,209
844,247,250
111,146,485
363,877,438
738,868,396
658,672,647
516,570,461
87,800,630
843,262,92
590,476,732
979,247,296
306,323,733
249,700,586
732,287,366
259,220,229
247,711,391
581,159,684
638,524,521
519,307,548
643,184,87
651,995,239
325,985,362
205,429,682
899,959,80
772,498,523
534,31,756
888,574,558
183,969,49
400,101,539
302,449,456
981,308,49
170,510,41
966,63,247
348,561,697
724,189,740
742,405,281
41,658,402
125,737,756
64,48,709
974,51,397
365,664,71
931,811,736
174,597,378
251,630,421
857,724,622
882,507,68
894,771,614
693,756,532
195,353,570
707,980,82
970,591,194
594,394,379
612,753,355
980,746,341
128,914,21
428,869,71
873,416,418
244,581,407
585,426,282
460,113,616
59,647,599
633,892,258
60,220,317
540,914,165
129,723,20
998,453,520
389,851,668
905,982,656
432,919,701
702,341,113
920,550,791
794,124,526
946,517,691
338,713,237
31,455,328
195,267,771
144,240,432
446,916,201
828,638,625
629,291,245
840,725,457
149,629,121
454,808,616
106,556,221
